x,y,phi_exact,dphi_dx,dphi_dy,laplacian
0.0,0.2828282828282829,0.0,6.149997148688135,-0.0,-0.0
0.0,0.29292929292929293,0.0,6.055998889104085,-0.0,-0.0
0.0,0.30303030303030304,0.0,5.937615259420685,-0.0,-0.0
0.0,0.31313131313131315,0.0,5.795322948731904,-0.0,-0.0
0.0,0.32323232323232326,0.0,5.629694917951704,-0.0,-0.0
0.0,0.33333333333333337,0.0,5.441398092702652,-0.0,-0.0
0.0,0.3434343434343435,0.0,5.231190677841838,-0.0,-0.0
0.0,0.3535353535353536,0.0,4.999919104437509,-0.0,-0.0
0.0,0.36363636363636365,0.0,4.748514621489901,-0.0,-0.0
0.0,0.37373737373737376,0.0,4.4779895461202,-0.0,-0.0
0.0,0.38383838383838387,0.0,4.189433187326782,-0.0,-0.0
0.0,0.393939393939394,0.0,3.884007459722334,-0.0,-0.0
0.0,0.4040404040404041,0.0,3.5629422049138153,-0.0,-0.0
0.0,0.4141414141414142,0.0,3.2275302393643615,-0.0,-0.0
0.0,0.42424242424242425,0.0,2.879122148677673,-0.0,-0.0
0.0,0.43434343434343436,0.0,2.5191208492664794,-0.0,-0.0
0.0,0.4444444444444445,0.0,2.1489759393032966,-0.0,-0.0
0.0,0.4545454545454546,0.0,1.7701778617002086,-0.0,-0.0
0.0,0.4646464646464647,0.0,1.384251902621297,-0.0,-0.0
0.0,0.4747474747474748,0.0,0.9927520496936131,-0.0,-0.0
0.0,0.48484848484848486,0.0,0.5972547346474684,-0.0,-0.0
0.0,0.494949494949495,0.0,0.1993524855822297,-0.0,-0.0
0.0,0.5050505050505051,-0.0,-0.19935248558223098,-0.0,0.0
0.0,0.5151515151515152,-0.0,-0.5972547346474696,-0.0,0.0
0.0,0.5252525252525253,-0.0,-0.9927520496936171,-0.0,0.0
0.0,0.5353535353535354,-0.0,-1.384251902621298,-0.0,0.0
0.0,0.5454545454545455,-0.0,-1.7701778617002095,-0.0,0.0
0.0,0.5555555555555556,-0.0,-2.1489759393032974,-0.0,0.0
0.0,0.5656565656565657,-0.0,-2.5191208492664834,-0.0,0.0
0.0,0.5757575757575758,-0.0,-2.8791221486776744,-0.0,0.0
0.0,0.5858585858585859,-0.0,-3.22753023936436,-0.0,0.0
0.0,0.595959595959596,-0.0,-3.562942204913819,-0.0,0.0
0.0,0.6060606060606061,-0.0,-3.8840074597223353,-0.0,0.0
